MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
20.95,Female,0,No,No,31,No,No internet service,One year,No,No
20.05,Female,1,Yes,No,67,No,No internet service,Two year,Yes,No
50.7,Female,0,No,No,4,DSL,Yes,Month-to-month,No,Yes
113.65,Female,1,Yes,No,70,Fiber optic,Yes,Two year,Yes,No
53.4,Male,0,No,No,3,DSL,No,Month-to-month,No,Yes
101.9,Male,1,Yes,No,53,Fiber optic,Yes,Month-to-month,Yes,Yes
59.5,Male,0,Yes,Yes,2,DSL,Yes,Two year,No,No
87.8,Female,0,Yes,Yes,29,Fiber optic,No,Month-to-month,Yes,No
41.9,Female,0,No,No,47,DSL,No,Two year,No,No
83,Female,0,Yes,Yes,68,Fiber optic,No,One year,Yes,Yes
69.85,Male,0,No,Yes,12,DSL,No,Month-to-month,Yes,No
56.3,Female,0,Yes,Yes,8,DSL,Yes,Month-to-month,No,No
109.55,Male,0,Yes,No,54,Fiber optic,Yes,Month-to-month,No,No
92.15,Male,0,Yes,Yes,69,Fiber optic,Yes,Two year,Yes,No
69.5,Female,0,No,No,26,DSL,Yes,Month-to-month,Yes,No
97,Female,0,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
58.35,Female,0,No,No,70,DSL,No,Two year,Yes,No
50.6,Male,0,No,Yes,1,DSL,No,Month-to-month,No,Yes
89.5,Male,0,No,No,10,Fiber optic,No,Month-to-month,Yes,Yes
70.4,Female,0,Yes,Yes,28,Fiber optic,No,One year,Yes,No
69.8,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
94.3,Female,0,Yes,No,21,Fiber optic,No,Month-to-month,Yes,No
93.8,Male,1,Yes,No,51,Fiber optic,No,Month-to-month,Yes,Yes
19.55,Female,0,Yes,Yes,53,No,No internet service,One year,No,No
95.95,Male,0,No,Yes,53,Fiber optic,Yes,One year,No,No
101.05,Male,0,Yes,No,24,Fiber optic,No,Month-to-month,Yes,Yes
94.8,Female,0,Yes,No,70,DSL,Yes,Two year,Yes,No
107.75,Male,0,No,No,61,Fiber optic,Yes,One year,Yes,No
54.6,Female,0,No,No,11,DSL,No,One year,Yes,No
71.3,Male,0,No,No,2,Fiber optic,No,Month-to-month,Yes,No
19.5,Male,0,No,No,25,No,No internet service,One year,Yes,No
56.3,Female,0,No,No,41,DSL,Yes,One year,Yes,No
94.7,Male,0,Yes,No,18,Fiber optic,No,Month-to-month,Yes,Yes
104.15,Male,1,Yes,No,72,Fiber optic,Yes,Two year,Yes,Yes
90.55,Female,0,Yes,Yes,71,DSL,Yes,Two year,Yes,No
60.8,Female,0,Yes,Yes,34,DSL,Yes,One year,Yes,No
98.8,Male,0,No,No,29,Fiber optic,No,Month-to-month,Yes,No
98.15,Male,1,Yes,No,40,Fiber optic,Yes,One year,Yes,No
35.35,Male,0,Yes,No,36,DSL,No,One year,No,No
103.15,Female,0,Yes,No,46,Fiber optic,Yes,One year,Yes,No
107.75,Female,0,No,No,58,Fiber optic,Yes,One year,Yes,No
81.4,Male,0,No,No,39,Fiber optic,Yes,One year,No,No
61.45,Male,0,Yes,Yes,4,DSL,No,Month-to-month,No,Yes
95.7,Female,0,Yes,Yes,52,Fiber optic,Yes,One year,Yes,No
104.8,Male,1,Yes,No,70,Fiber optic,Yes,One year,Yes,No
70.95,Male,1,Yes,No,65,Fiber optic,No,One year,Yes,No
44.95,Male,0,No,No,1,DSL,No,Month-to-month,Yes,No
97.65,Female,0,Yes,No,70,Fiber optic,No,One year,Yes,No
35.65,Female,1,Yes,Yes,29,DSL,Yes,Month-to-month,Yes,No
90.55,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
85.25,Female,0,No,No,67,DSL,No,Two year,Yes,No
19.5,Female,0,No,No,1,No,No internet service,Month-to-month,Yes,No
88.8,Female,0,No,No,26,Fiber optic,No,Month-to-month,Yes,Yes
25.1,Female,0,Yes,Yes,30,No,No internet service,Two year,Yes,No
100.05,Female,0,Yes,No,48,Fiber optic,No,Month-to-month,Yes,No
55.7,Female,0,Yes,Yes,55,DSL,Yes,Month-to-month,No,No
85.2,Male,0,No,No,7,Fiber optic,No,Month-to-month,Yes,Yes
91.15,Male,0,No,No,37,Fiber optic,No,Month-to-month,Yes,No
83.85,Female,0,Yes,No,31,Fiber optic,Yes,Month-to-month,Yes,No
45.9,Male,0,No,No,4,DSL,No,Month-to-month,Yes,No
25.1,Male,0,Yes,Yes,72,No,No internet service,Two year,Yes,No
91.4,Male,1,No,No,5,Fiber optic,No,Month-to-month,Yes,Yes
19.7,Male,0,Yes,Yes,1,No,No internet service,Month-to-month,No,No
91.5,Female,1,No,No,15,Fiber optic,No,Month-to-month,Yes,No
51.3,Male,0,Yes,Yes,8,DSL,No,Month-to-month,Yes,No
21.1,Female,0,No,No,35,No,No internet service,One year,No,No
104.75,Female,1,No,No,56,Fiber optic,Yes,Month-to-month,No,No
106.15,Male,0,Yes,No,42,Fiber optic,No,Month-to-month,Yes,Yes
85.75,Male,1,Yes,Yes,65,Fiber optic,Yes,Month-to-month,Yes,No
20.3,Female,0,Yes,Yes,2,No,No internet service,One year,No,No
100.75,Male,1,Yes,No,65,Fiber optic,No,One year,Yes,No
74.15,Female,0,No,No,18,Fiber optic,No,Month-to-month,Yes,No
78.55,Female,0,No,No,23,DSL,No,One year,Yes,No
45.3,Female,0,No,No,4,DSL,No,Month-to-month,Yes,Yes
19.85,Male,0,Yes,No,70,No,No internet service,Two year,No,No
50.7,Female,0,No,No,4,DSL,No,Month-to-month,No,No
45,Male,0,No,No,19,DSL,No,Month-to-month,Yes,No
77.8,Female,0,No,No,18,Fiber optic,Yes,Month-to-month,No,No
83.45,Female,1,Yes,No,38,Fiber optic,No,Month-to-month,Yes,No
73.25,Male,0,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
94.8,Male,0,No,No,47,Fiber optic,Yes,One year,No,No
20.1,Female,0,Yes,Yes,52,No,No internet service,Two year,No,No
59.9,Male,0,No,No,9,DSL,No,Month-to-month,No,No
90.1,Female,0,Yes,No,26,DSL,Yes,One year,Yes,No
51.05,Male,0,Yes,Yes,8,DSL,No,Month-to-month,Yes,Yes
70.95,Male,0,Yes,No,44,DSL,Yes,One year,Yes,No
29.2,Female,0,No,No,3,DSL,Yes,Month-to-month,No,No
46.6,Male,0,No,No,2,DSL,No,Month-to-month,Yes,No
85.35,Female,0,Yes,Yes,9,Fiber optic,No,Month-to-month,Yes,Yes
75.35,Male,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
74.3,Male,0,No,No,25,Fiber optic,No,Month-to-month,No,No
69.3,Female,1,Yes,No,2,Fiber optic,No,Month-to-month,Yes,No
75.2,Male,0,No,No,43,Fiber optic,No,Month-to-month,Yes,Yes
20.9,Female,0,No,No,1,No,No internet service,Month-to-month,No,Yes
94.3,Female,0,Yes,No,58,Fiber optic,Yes,One year,Yes,No
76.45,Female,0,Yes,Yes,59,DSL,No,Two year,Yes,No
54,Male,0,No,No,44,DSL,No,One year,Yes,No
104.25,Male,0,No,No,66,Fiber optic,Yes,One year,Yes,No
19.95,Male,0,Yes,Yes,68,No,No internet service,Two year,No,No
24.95,Male,0,No,No,9,DSL,No,Month-to-month,Yes,No
84.75,Male,0,No,No,19,Fiber optic,No,Month-to-month,Yes,No
19.75,Male,0,No,No,4,No,No internet service,Month-to-month,No,No
113.65,Female,0,No,No,70,Fiber optic,Yes,Two year,Yes,No
44.9,Male,0,No,No,1,DSL,No,Month-to-month,Yes,No
75.25,Female,0,No,No,8,Fiber optic,No,Month-to-month,Yes,No
24.6,Male,0,No,No,53,No,No internet service,Two year,No,No
25,Male,1,No,No,51,No,No internet service,One year,No,No
20.95,Male,0,Yes,Yes,11,No,No internet service,Month-to-month,No,No
110.6,Male,0,Yes,Yes,60,Fiber optic,No,Two year,Yes,No
55.5,Male,0,No,No,17,DSL,Yes,Month-to-month,Yes,No
43.3,Male,0,No,No,3,DSL,No,Month-to-month,Yes,Yes
109.5,Male,0,Yes,No,70,Fiber optic,Yes,One year,Yes,Yes
19.45,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
84.85,Male,1,No,No,43,Fiber optic,No,Month-to-month,Yes,No
19.6,Female,0,Yes,No,16,No,No internet service,Month-to-month,No,No
53.45,Female,0,Yes,Yes,57,DSL,Yes,One year,No,No
19.8,Male,0,Yes,Yes,37,No,No internet service,One year,No,No
112.1,Female,0,Yes,No,72,Fiber optic,Yes,Two year,No,No
84.8,Female,1,No,No,11,Fiber optic,No,Month-to-month,Yes,Yes
95.05,Female,1,Yes,No,50,Fiber optic,Yes,Month-to-month,Yes,Yes
50.35,Male,1,No,No,5,DSL,No,Month-to-month,No,Yes
74.6,Male,0,Yes,No,1,Fiber optic,No,Month-to-month,Yes,Yes
19.7,Male,0,No,No,16,No,No internet service,Month-to-month,Yes,Yes
74.2,Male,1,Yes,No,2,Fiber optic,No,Month-to-month,Yes,No
69,Female,0,No,No,17,DSL,No,Month-to-month,Yes,No
19.35,Female,0,No,No,16,No,No internet service,One year,No,No
59.45,Female,0,No,No,15,DSL,No,Month-to-month,Yes,Yes
19.8,Female,0,No,No,10,No,No internet service,One year,Yes,No
105.2,Female,0,No,Yes,46,Fiber optic,Yes,One year,Yes,Yes
109.2,Male,0,Yes,Yes,64,Fiber optic,Yes,Two year,Yes,No
79.15,Female,0,No,No,1,Fiber optic,Yes,Month-to-month,Yes,No
53.65,Male,0,Yes,Yes,25,DSL,Yes,One year,No,No
100.2,Male,0,Yes,Yes,71,Fiber optic,Yes,Two year,No,No
45.15,Male,0,No,No,8,DSL,No,Month-to-month,Yes,Yes
108.65,Female,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
40.65,Female,0,Yes,No,49,DSL,No,Month-to-month,No,No
55.35,Male,0,Yes,Yes,29,DSL,Yes,One year,Yes,No
105.6,Male,0,Yes,No,72,Fiber optic,Yes,Two year,No,No
93.8,Male,0,Yes,No,31,Fiber optic,Yes,Month-to-month,No,Yes
95.7,Female,0,No,No,50,Fiber optic,No,Month-to-month,Yes,No
83.2,Male,0,Yes,No,71,DSL,No,Two year,No,No
90.05,Male,1,Yes,No,70,DSL,Yes,Two year,No,No
97.65,Male,0,No,No,71,Fiber optic,No,One year,No,No
68.05,Male,0,Yes,Yes,61,DSL,Yes,Two year,Yes,No
96.2,Male,0,No,No,32,Fiber optic,No,Month-to-month,Yes,Yes
79.6,Female,0,No,Yes,1,Fiber optic,No,Month-to-month,Yes,Yes
102.1,Male,0,No,No,68,Fiber optic,Yes,Two year,Yes,No
23.4,Male,0,No,No,62,No,No internet service,Two year,No,No
71.05,Female,0,No,Yes,7,Fiber optic,No,Month-to-month,Yes,No
85.25,Male,0,No,No,20,Fiber optic,No,Month-to-month,Yes,Yes
19.45,Male,0,Yes,Yes,6,No,No internet service,One year,No,No
59.45,Female,1,No,No,33,DSL,Yes,Month-to-month,Yes,No
92.2,Male,0,Yes,Yes,28,Fiber optic,No,One year,No,No
19.85,Male,0,No,No,27,No,No internet service,Two year,No,No
43.9,Male,0,No,No,7,DSL,No,Month-to-month,No,No
80.5,Male,0,No,No,26,Fiber optic,No,Month-to-month,Yes,Yes
89.8,Male,1,No,No,5,Fiber optic,Yes,Month-to-month,Yes,Yes
90.5,Male,1,No,No,30,Fiber optic,No,Month-to-month,Yes,No
90.45,Male,0,No,No,63,Fiber optic,Yes,One year,No,No
50.75,Male,0,No,No,1,DSL,Yes,Month-to-month,Yes,Yes
84.6,Female,0,No,Yes,53,DSL,Yes,One year,Yes,No
89.65,Female,0,Yes,Yes,14,Fiber optic,Yes,Month-to-month,Yes,Yes
99.15,Female,0,No,No,21,Fiber optic,Yes,Month-to-month,Yes,No
19.95,Male,0,No,No,17,No,No internet service,One year,No,No
20.5,Male,0,Yes,Yes,16,No,No internet service,Two year,No,No
62.1,Female,0,No,No,35,DSL,No,Month-to-month,Yes,No
79.5,Female,1,No,No,32,Fiber optic,No,Month-to-month,Yes,No
19.55,Female,0,Yes,Yes,28,No,No internet service,Month-to-month,Yes,No
20.35,Female,0,No,No,1,No,No internet service,Month-to-month,Yes,No
51.7,Male,0,No,No,59,DSL,No,Month-to-month,Yes,No
23.3,Female,0,Yes,Yes,72,No,No internet service,One year,Yes,No
65.4,Male,0,No,No,36,DSL,Yes,One year,Yes,Yes
65.1,Female,0,No,No,40,DSL,Yes,Month-to-month,No,No
81.2,Male,0,Yes,Yes,40,Fiber optic,No,Month-to-month,Yes,No
72.9,Female,0,No,Yes,9,DSL,No,Month-to-month,Yes,Yes
74.5,Male,0,Yes,Yes,63,DSL,Yes,Two year,No,No
80.5,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,No
60.3,Male,0,Yes,Yes,40,DSL,Yes,One year,No,No
75,Male,0,Yes,No,8,Fiber optic,No,Month-to-month,Yes,No
90.15,Male,1,Yes,No,34,Fiber optic,No,One year,No,No
40,Male,0,No,No,5,DSL,No,Month-to-month,No,Yes
99.45,Male,1,No,No,9,Fiber optic,Yes,Month-to-month,Yes,Yes
69.05,Male,0,Yes,No,9,DSL,Yes,Month-to-month,Yes,No
59.7,Male,0,Yes,Yes,31,DSL,No,Month-to-month,No,No
19.85,Female,0,Yes,No,50,No,No internet service,One year,Yes,No
86.25,Female,0,No,No,2,Fiber optic,Yes,Month-to-month,Yes,Yes
45.65,Female,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
70.1,Male,0,No,No,8,Fiber optic,No,Month-to-month,Yes,Yes
40.75,Female,0,No,No,9,DSL,Yes,Month-to-month,No,No
70.2,Female,1,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
55.35,Female,0,No,No,3,DSL,Yes,Month-to-month,No,Yes
95.7,Male,0,Yes,No,25,Fiber optic,No,Month-to-month,Yes,No
46.3,Male,1,No,No,1,DSL,No,Month-to-month,No,No
81.3,Female,0,Yes,Yes,45,DSL,Yes,Month-to-month,No,No
84.2,Male,1,Yes,Yes,51,Fiber optic,Yes,Month-to-month,Yes,Yes
20,Female,0,Yes,Yes,55,No,No internet service,Month-to-month,No,No
66.15,Female,0,No,No,38,DSL,Yes,Month-to-month,Yes,No
45.85,Male,0,No,No,2,DSL,No,Month-to-month,No,Yes
19.6,Male,0,Yes,Yes,38,No,No internet service,Month-to-month,No,No
49.8,Male,0,No,No,34,DSL,Yes,Month-to-month,Yes,No
101.75,Female,0,Yes,No,70,Fiber optic,No,One year,Yes,No
55.15,Female,0,No,No,13,DSL,No,One year,No,No
75.25,Male,0,No,No,39,Fiber optic,No,Month-to-month,No,Yes
103.95,Female,0,No,No,61,Fiber optic,Yes,One year,Yes,No
100.15,Female,0,No,No,12,Fiber optic,No,Month-to-month,Yes,Yes
99.65,Male,0,No,No,41,Fiber optic,Yes,Two year,Yes,No
73.7,Male,0,No,No,21,Fiber optic,No,Month-to-month,Yes,No
50.05,Male,1,No,No,55,DSL,No,One year,Yes,No
60.25,Male,0,Yes,No,69,DSL,No,Two year,No,No
105.75,Male,1,Yes,Yes,26,Fiber optic,Yes,Month-to-month,No,Yes
87.3,Female,1,Yes,No,69,Fiber optic,Yes,One year,No,No
48.35,Female,1,Yes,No,18,DSL,No,Month-to-month,Yes,Yes
54.25,Male,0,Yes,Yes,47,DSL,Yes,Month-to-month,No,No
85.3,Female,0,Yes,Yes,72,DSL,Yes,Two year,No,No
50,Male,1,Yes,No,33,DSL,Yes,Month-to-month,Yes,No
24.4,Female,0,Yes,Yes,2,DSL,No,Month-to-month,Yes,Yes
90.95,Female,0,Yes,Yes,72,DSL,Yes,Two year,No,No
72.25,Male,1,Yes,No,37,Fiber optic,No,Month-to-month,Yes,No
96.1,Female,1,Yes,Yes,62,Fiber optic,Yes,Month-to-month,Yes,No
19.85,Female,0,Yes,No,71,No,No internet service,Two year,No,No
55.3,Male,0,No,Yes,23,DSL,Yes,Month-to-month,Yes,No
20.1,Female,0,No,No,16,No,No internet service,One year,No,No
69.5,Male,0,No,No,9,DSL,No,Month-to-month,Yes,No
25.15,Male,0,Yes,Yes,17,No,No internet service,Two year,Yes,No
20.95,Female,0,No,No,4,No,No internet service,Month-to-month,No,Yes
49.55,Female,1,Yes,No,1,DSL,No,Month-to-month,Yes,Yes
79.65,Female,0,Yes,No,24,Fiber optic,No,Month-to-month,Yes,No
71.25,Female,1,No,No,1,Fiber optic,No,Month-to-month,Yes,No
113.8,Male,1,No,No,72,Fiber optic,Yes,Two year,No,No
24.55,Female,0,Yes,No,72,No,No internet service,Two year,No,No
19.7,Female,0,No,Yes,11,No,No internet service,Month-to-month,No,No
20.25,Male,0,No,No,9,No,No internet service,Month-to-month,No,Yes
50.15,Female,1,Yes,No,2,DSL,Yes,Month-to-month,No,Yes
100.5,Female,1,Yes,No,60,Fiber optic,No,One year,Yes,No
95.9,Male,1,Yes,No,29,Fiber optic,Yes,Month-to-month,Yes,Yes
74.45,Female,0,No,No,49,DSL,No,Two year,Yes,No
104.1,Female,1,No,No,30,Fiber optic,Yes,Month-to-month,Yes,No
19.05,Female,0,Yes,No,53,No,No internet service,One year,No,No
25,Male,0,No,Yes,39,No,No internet service,Two year,No,No
19.05,Female,0,No,No,9,No,No internet service,Month-to-month,No,No
81.9,Male,0,No,No,39,Fiber optic,No,One year,No,No
69.7,Male,1,No,No,8,Fiber optic,No,Month-to-month,Yes,No
90.15,Female,0,Yes,Yes,51,Fiber optic,No,One year,Yes,No
25.35,Male,0,Yes,Yes,71,No,No internet service,Two year,No,No
24.65,Male,1,No,No,71,No,No internet service,Two year,Yes,No
19.55,Female,1,Yes,No,70,No,No internet service,Two year,Yes,No
25.25,Female,1,No,No,1,DSL,No,Month-to-month,No,Yes
60,Male,0,Yes,No,38,DSL,Yes,Two year,Yes,No
89.9,Female,0,Yes,No,28,Fiber optic,Yes,Month-to-month,No,No
19.4,Female,0,Yes,No,32,No,No internet service,Month-to-month,No,No
49.8,Male,1,Yes,No,49,DSL,Yes,Two year,No,No
24.1,Female,0,Yes,Yes,37,No,No internet service,Two year,Yes,No
54.25,Female,0,No,No,10,DSL,No,Month-to-month,No,No
109.9,Male,0,Yes,No,67,Fiber optic,Yes,One year,No,No
35.5,Male,0,No,No,7,DSL,No,One year,Yes,No
87.55,Female,0,No,No,51,Fiber optic,No,One year,No,No
45.15,Female,0,No,No,9,DSL,No,Month-to-month,No,Yes
88.4,Female,0,No,No,9,Fiber optic,No,Month-to-month,Yes,No
50.8,Male,0,No,No,4,DSL,No,Month-to-month,Yes,No
99,Male,0,Yes,No,71,Fiber optic,Yes,Two year,Yes,No
84.4,Female,0,Yes,Yes,50,Fiber optic,No,Month-to-month,Yes,Yes
96.55,Female,1,Yes,Yes,24,Fiber optic,No,Two year,Yes,No
59.75,Male,0,Yes,No,22,DSL,No,One year,Yes,No
111.5,Male,0,No,No,44,Fiber optic,Yes,Month-to-month,Yes,No
24.25,Female,0,Yes,Yes,33,No,No internet service,Month-to-month,No,No
75.1,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
70.15,Female,0,Yes,No,54,DSL,No,One year,Yes,Yes
101.75,Male,0,No,No,42,Fiber optic,Yes,Month-to-month,Yes,Yes
45.8,Female,0,No,No,1,DSL,No,Month-to-month,No,Yes
20.5,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
70.4,Male,0,No,No,30,DSL,Yes,One year,No,No
30.55,Female,0,No,No,1,DSL,No,Month-to-month,No,No
84.9,Male,0,Yes,Yes,16,DSL,Yes,Month-to-month,No,No
20.1,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
40.65,Male,0,Yes,No,9,DSL,No,Month-to-month,No,Yes
101,Male,1,Yes,No,46,Fiber optic,No,Month-to-month,Yes,Yes
69.1,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
54.5,Male,0,Yes,No,71,DSL,No,Two year,No,No
75.35,Male,0,No,No,43,Fiber optic,No,Month-to-month,Yes,No
44.45,Male,0,Yes,No,50,DSL,No,One year,Yes,No
75,Female,0,No,No,13,Fiber optic,No,Month-to-month,Yes,Yes
100,Male,0,Yes,Yes,19,Fiber optic,Yes,One year,No,Yes
98.05,Female,0,No,No,41,Fiber optic,No,Month-to-month,No,No
71.15,Female,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
54.15,Female,0,No,No,24,DSL,Yes,Month-to-month,Yes,Yes
63.9,Female,0,Yes,No,40,DSL,Yes,One year,No,No
69.15,Female,0,Yes,Yes,3,DSL,Yes,Month-to-month,Yes,No
64.65,Female,0,No,No,37,DSL,No,One year,No,No
108.75,Female,0,Yes,Yes,67,Fiber optic,No,Two year,Yes,Yes
98.85,Female,0,Yes,Yes,32,Fiber optic,Yes,Month-to-month,Yes,No
49.15,Female,0,Yes,No,6,DSL,No,Month-to-month,Yes,Yes
89.6,Female,0,Yes,Yes,32,Fiber optic,No,Month-to-month,No,No
83.25,Female,0,No,No,59,Fiber optic,Yes,Month-to-month,Yes,No
70.25,Female,0,Yes,No,30,DSL,Yes,One year,No,No
19.4,Male,0,No,Yes,20,No,No internet service,Month-to-month,Yes,Yes
24.5,Female,0,Yes,Yes,27,No,No internet service,Two year,No,No
79.15,Female,1,No,No,20,Fiber optic,No,Month-to-month,Yes,Yes
20.1,Male,0,No,Yes,9,No,No internet service,One year,No,No
73,Female,0,Yes,Yes,68,DSL,Yes,One year,Yes,No
61.4,Female,0,Yes,Yes,69,DSL,No,Two year,No,No
84.3,Male,0,No,No,26,Fiber optic,No,Month-to-month,Yes,No
19.9,Male,0,Yes,Yes,69,No,No internet service,Two year,No,No
20.4,Male,0,No,No,11,No,No internet service,Two year,No,No
50.75,Male,0,No,No,1,DSL,No,Month-to-month,No,No
20.45,Male,0,Yes,Yes,10,No,No internet service,One year,No,No
75.75,Female,0,Yes,Yes,55,DSL,Yes,One year,Yes,No
65.4,Male,0,No,No,44,DSL,No,One year,No,No
80.4,Male,1,Yes,No,46,Fiber optic,No,Month-to-month,Yes,Yes
59.75,Male,0,Yes,Yes,69,DSL,Yes,Two year,Yes,No
78.5,Male,1,No,No,11,Fiber optic,No,Month-to-month,Yes,No
102,Female,0,Yes,No,11,Fiber optic,Yes,Month-to-month,Yes,Yes
48.95,Male,0,No,No,29,DSL,No,Month-to-month,No,No
99.65,Female,0,Yes,No,57,Fiber optic,No,Month-to-month,Yes,No
18.25,Male,0,No,No,28,No,No internet service,One year,No,No
54.55,Female,0,No,No,42,DSL,No,Month-to-month,No,No
20.65,Female,0,No,No,2,No,No internet service,Month-to-month,No,Yes
40.65,Male,0,No,Yes,23,DSL,Yes,One year,No,No
20.45,Female,0,Yes,Yes,18,No,No internet service,Month-to-month,No,No
24.8,Male,0,Yes,Yes,62,No,No internet service,One year,No,No
70.8,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
89.05,Male,0,No,No,16,Fiber optic,No,Month-to-month,Yes,Yes
96.6,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Yes
88.8,Male,0,No,No,67,DSL,Yes,One year,Yes,No
20.05,Male,0,No,No,62,No,No internet service,Two year,Yes,No
104.5,Female,0,Yes,No,57,Fiber optic,Yes,Month-to-month,Yes,Yes
69.8,Male,0,No,No,2,Fiber optic,No,Month-to-month,Yes,No
77.15,Female,0,Yes,Yes,23,DSL,No,Two year,Yes,No
35.05,Female,0,No,Yes,25,DSL,No,Two year,No,No
108.1,Female,1,No,No,72,Fiber optic,Yes,Two year,Yes,No
84.05,Female,0,Yes,No,2,Fiber optic,No,Month-to-month,Yes,No
20.2,Female,0,No,No,8,No,No internet service,One year,Yes,No
50.6,Female,0,No,No,5,DSL,No,Month-to-month,Yes,Yes
49.2,Male,0,No,No,35,DSL,No,Month-to-month,No,No
24.6,Male,0,No,No,24,No,No internet service,One year,No,No
71.65,Female,0,Yes,Yes,2,Fiber optic,No,Month-to-month,Yes,No
104.9,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
106.5,Female,0,No,No,41,Fiber optic,Yes,Month-to-month,Yes,No
49.35,Male,0,No,Yes,4,DSL,No,Month-to-month,No,Yes
75.5,Male,0,No,No,26,Fiber optic,Yes,One year,No,No
94.25,Male,0,No,No,7,Fiber optic,Yes,Month-to-month,Yes,Yes
68.95,Female,0,Yes,No,1,Fiber optic,No,Month-to-month,Yes,Yes
58.5,Female,0,Yes,Yes,4,DSL,Yes,Month-to-month,Yes,No
78.9,Male,0,No,No,48,DSL,Yes,Two year,No,No
93.85,Male,1,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
79.2,Female,1,Yes,No,12,DSL,No,One year,Yes,No
109.45,Male,0,Yes,No,60,Fiber optic,No,Month-to-month,Yes,No
59.2,Male,0,No,No,55,DSL,No,Two year,Yes,No
29.15,Male,0,No,No,1,DSL,No,Month-to-month,No,No
20.05,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
76.05,Male,0,No,No,4,Fiber optic,No,Month-to-month,Yes,Yes
24.45,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
66.5,Female,0,No,No,42,DSL,No,Two year,No,No
49.55,Female,0,No,No,1,DSL,No,Month-to-month,No,No
89.35,Male,0,No,No,7,Fiber optic,No,Month-to-month,Yes,Yes
73.6,Male,0,No,No,3,Fiber optic,No,Month-to-month,Yes,No
82.65,Female,0,Yes,No,72,DSL,Yes,Two year,Yes,No
49,Male,0,No,No,15,DSL,No,Month-to-month,Yes,No
80.35,Male,0,Yes,No,4,Fiber optic,No,Month-to-month,Yes,Yes
25.2,Female,0,No,No,11,No,No internet service,One year,No,No
25.45,Female,0,No,No,5,No,No internet service,Month-to-month,No,No
55.8,Female,1,No,No,1,DSL,No,Month-to-month,Yes,Yes
110.9,Male,0,Yes,No,72,Fiber optic,No,Two year,Yes,No
77.75,Female,0,Yes,No,55,Fiber optic,Yes,Month-to-month,Yes,No
26.2,Female,0,Yes,Yes,40,No,No internet service,Month-to-month,Yes,No
19.9,Female,0,Yes,No,57,No,No internet service,Two year,No,No
79.05,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
95,Male,0,Yes,No,1,Fiber optic,No,Month-to-month,Yes,Yes
25.2,Female,0,No,No,1,DSL,No,Month-to-month,No,Yes
80.85,Male,1,Yes,Yes,52,DSL,Yes,One year,Yes,No
98.4,Male,1,No,No,41,Fiber optic,No,Month-to-month,Yes,Yes
56.35,Male,0,Yes,No,43,DSL,No,One year,Yes,No
19.3,Female,0,Yes,Yes,47,No,No internet service,Two year,No,No
50.4,Male,0,No,No,3,DSL,No,Month-to-month,No,No
79.4,Male,1,Yes,Yes,66,DSL,Yes,Two year,No,Yes
55.25,Male,0,Yes,Yes,55,DSL,No,Two year,Yes,No
19.1,Male,0,No,No,29,No,No internet service,One year,No,No
84.05,Female,0,No,Yes,12,Fiber optic,No,Month-to-month,Yes,No
105.2,Female,0,Yes,No,66,Fiber optic,Yes,Month-to-month,Yes,No
101.4,Male,1,No,No,35,Fiber optic,No,Month-to-month,Yes,Yes
89.8,Male,1,Yes,No,10,Fiber optic,No,Month-to-month,Yes,Yes
75.75,Male,0,Yes,Yes,27,Fiber optic,No,Month-to-month,Yes,No
95.3,Female,0,No,No,58,Fiber optic,No,Month-to-month,Yes,No
109.75,Male,0,Yes,No,54,Fiber optic,Yes,Two year,No,Yes
19.85,Male,0,No,No,9,No,No internet service,Month-to-month,No,No
19.3,Male,0,No,No,2,No,No internet service,One year,No,Yes
69.1,Male,0,No,No,6,Fiber optic,No,Month-to-month,Yes,No
91.25,Female,1,No,No,26,Fiber optic,No,Month-to-month,Yes,Yes
20.25,Female,0,No,No,9,No,No internet service,Month-to-month,No,No
